"id","winner","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
50,"Trump",4979,"Rappahannock County, Virginia",7360,3632,3728,320,451,453,304,344,744,721,859,692,563,1162,506,241,49.2,1381,6113,5979,5746,2280,1909,5979,2878,3101,1909,937,972,7360,7120,240,7120,6539,334,38,0,0,0,0,18,0,17,0,1,0,0,0,0,0,0,0,0,191,240,66,73,28,0,6779,400,111,46,0,264,289,217,42,2,28,7071,6497,334,38,18,0,17,167,0,167,3994,5891,2851,3040,491,97,192,181,21,5488,220,279,1411,1283,423,1058,814,4989,1872,744,689,81,721,664,256,2114,1939,701,1909,1697,834,"58524","60626","64948","69525","72056","320859","334493","315227","323479","300931",2
51,"Trump",12342,"Mississippi County, Arkansas",41396,20238,21158,2972,3003,2995,2908,2550,5555,5047,4876,3080,2321,3620,1665,804,36.8,10856,31939,30540,29054,7371,6089,30540,14615,15925,6089,2642,3447,41396,40166,1230,40166,24933,14486,30,0,0,0,0,195,41,40,6,27,2,69,10,34,14,0,20,0,488,1230,502,250,44,66,26089,15092,380,244,36,834,1805,1517,26,0,262,39591,23906,14460,23,195,34,42,931,58,873,20572,30048,14325,15723,3572,539,1961,934,138,26968,1870,2970,10455,5231,2238,2706,1498,22128,4204,5555,5032,579,5047,4362,887,10277,8477,1786,6089,4257,952,"29362","30867","32493","35086","38264","2074861","2246632","2579306","2800272","2708327",5
52,"Trump",12683,"Union County, Mississippi",28578,13890,14688,1955,2357,1665,1712,1753,3747,3526,3711,1590,1816,2812,1420,514,38.6,7155,22138,21423,20526,5779,4746,21423,10396,11027,4746,2108,2638,28578,28260,318,28260,22413,4714,62,53,0,0,0,82,0,60,22,0,0,0,0,0,0,0,0,0,989,318,62,16,103,6,22725,4788,90,185,0,1114,1257,1154,0,4,99,27321,22263,4714,53,82,0,0,209,16,193,12017,20856,10020,10836,2287,372,637,1043,235,19136,1158,3246,6103,4063,1886,1817,863,14732,2680,3747,3098,469,3526,2535,537,7117,5470,951,4746,3629,723,"31555","32219","33138","35412","38697","1435409","1079692","1102520","1183963","1162080",6
54,"Trump",17669,"Greene County, Pennsylvania",36484,19040,17444,1897,1899,2065,2280,2267,4469,4377,4985,2773,2526,4215,1906,825,42.5,7082,30291,29402,27756,8498,6946,29402,15342,14060,6946,3216,3730,36484,35477,1007,35477,34039,1169,0,0,0,0,0,109,13,74,0,4,4,0,14,7,0,0,0,7,153,1007,266,236,51,40,34932,1557,334,179,31,516,560,39,251,34,236,35924,33786,1085,0,109,0,46,898,304,594,16787,29280,15247,14033,3326,367,1080,1544,335,26076,854,2380,11768,4135,2315,3065,1559,22842,4624,4469,4094,690,4377,3965,1113,10284,8913,1521,6946,5870,1300,"37958","41264","42713","44620","47846","2829229","3008559","3179034","3187866","2721098",6
55,"Trump",2618,"Alexander County, Illinois",6011,2877,3134,274,428,511,341,169,601,571,794,550,420,839,400,113,46.6,1359,4788,4652,4399,1569,1352,4652,2221,2431,1352,603,749,6011,5946,65,5946,3803,2107,6,0,0,0,0,2,0,0,0,2,0,0,0,28,28,0,0,0,0,65,25,6,0,0,3857,2143,12,13,28,23,62,28,6,0,28,5949,3769,2107,6,2,0,0,65,23,42,3965,4650,2221,2429,364,127,160,77,0,4288,193,417,1661,1078,445,380,114,3678,494,601,478,76,571,546,72,1764,1525,193,1352,1129,153,"33367","34596","36256","39870","47088","152430","157879","157473","171927","170901",4
56,"Trump",9904,"Owen County, Indiana",20854,10747,10107,1144,1135,1241,1263,1036,2256,2289,2897,1890,1627,2565,1103,408,45.3,4355,17008,16499,15959,5054,4076,16499,8492,8007,4076,2003,2073,20854,20361,493,20361,20087,64,108,41,0,0,0,101,0,48,13,3,3,34,0,0,0,0,0,0,1,493,18,240,74,2,20578,84,350,175,0,160,271,240,19,11,1,20583,20027,6,108,101,0,0,341,7,334,10234,16394,8443,7951,1464,290,645,374,155,15035,657,1546,6404,3209,1014,1472,733,12832,2205,2256,1917,494,2289,1983,394,6414,5454,741,4076,3478,576,"36276","37616","39065","41009","44533","482237","513512","540927","565895","564923",4
57,"Trump",8609,"Burleson County, Texas",18237,9070,9167,1035,948,1347,1138,1084,1964,1881,2222,1430,1305,2371,1119,393,43.8,4002,14692,14235,13583,4730,3883,14235,6995,7240,3883,1867,2016,18237,17435,802,17435,14383,2460,49,41,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,535,802,58,112,0,0,15167,2524,247,20,6,1161,3806,3471,0,10,325,14431,11714,2417,41,8,0,12,239,70,169,9258,13443,6668,6775,1550,342,636,379,193,12685,736,1277,4682,2467,823,1969,731,10672,2700,1964,1764,414,1881,1539,543,4957,4210,910,3883,3159,833,"41832","44228","47778","50401","52934","713054","975778","1378799","1300763","898527",4
58,"Trump",4981,"Yuma County, Colorado",10013,5073,4940,730,763,752,540,540,1297,1050,1258,576,694,972,481,360,38.9,2659,7563,7354,7141,2218,1813,7354,3721,3633,1813,806,1007,10013,9597,416,9597,9115,140,69,0,0,3,11,5,0,5,0,0,0,0,0,0,0,0,0,0,268,416,0,78,3,0,9518,140,165,13,0,598,2397,2145,1,0,251,7616,7417,41,60,0,0,4,94,13,81,4493,6503,3247,3256,666,178,152,244,92,6688,608,304,2011,1706,679,901,479,5776,1380,1297,1135,297,1050,907,299,2528,2051,400,1813,1683,384,"50122","42684","42236","44269","41615","651429","458471","472631","510627","510485",6
59,"Trump",23367,"Kandiyohi County, Minnesota",42909,21459,21450,2877,2881,3109,2504,2675,5196,4762,4723,3091,2982,4479,2364,1266,39,10453,33443,32456,30945,9759,8109,32456,16172,16284,8109,3733,4376,42909,41577,1332,41577,37042,2210,148,0,83,0,12,347,1,64,2,4,28,18,230,0,0,0,0,0,1830,1332,437,175,208,59,38288,2726,386,588,2,2263,5365,3710,84,11,1560,37544,33945,2210,102,347,0,39,901,52,849,19988,30745,15319,15426,3593,614,1342,1218,419,28863,1253,1361,7834,6705,4669,4919,2122,26249,7041,5196,4465,1235,4762,4368,1390,10796,10152,2615,8109,7264,1801,"48893","51546","52018","52094","55811","2328166","2332792","2363523","2395856","2373230",5
60,"Trump",4019,"Searcy County, Arkansas",7898,3948,3950,385,381,493,415,515,702,781,976,622,603,1154,599,272,48.4,1555,6546,6343,6167,2376,2025,6343,3220,3123,2025,1036,989,7898,7519,379,7519,7178,41,263,131,0,0,0,28,0,13,0,0,15,0,0,0,0,0,0,0,9,379,18,100,10,0,7557,59,363,38,0,260,209,183,0,0,26,7689,7169,41,155,28,0,0,296,168,128,4951,6321,3211,3110,634,102,295,213,24,5709,485,610,2367,1160,462,454,171,4614,625,702,616,37,781,730,152,2201,1769,167,2025,1499,269,"26505","27197","27327","28574","31731","150229","175102","174574","188532","186876",6
61,"Trump",9629,"Cassia County, Idaho",23847,12181,11666,1896,2038,2308,1931,1362,2952,3028,2379,1215,1434,1895,1038,371,33.3,7570,17186,16277,15390,4050,3304,16277,8244,8033,3304,1501,1803,23847,22774,1073,22774,21274,50,240,46,0,147,4,171,0,0,28,1,0,126,16,20,0,0,0,20,1019,1073,3,196,43,0,22347,53,477,255,20,1809,6519,5893,24,14,588,17328,16352,50,211,171,7,60,477,236,241,8838,14841,7340,7501,1965,304,943,626,92,14312,886,1271,4104,3818,1453,2046,734,12155,2780,2952,2500,616,3028,2530,678,5028,4281,989,3304,2844,497,"43519","41540","42374","45152","48220","1411848","1390796","1514430","1495203","1471580",5
62,"Trump",5240,"Rock County, Minnesota",9386,4534,4852,565,626,695,596,442,1061,1106,1096,692,617,961,585,344,41,2290,7413,7096,6822,2297,1890,7096,3408,3688,1890,858,1032,9386,9283,103,9283,9020,56,78,0,25,0,16,102,0,3,65,0,1,0,33,0,0,0,0,0,27,103,66,8,1,14,9109,138,102,103,0,39,301,263,0,0,38,9085,8752,56,77,102,0,0,98,8,90,4296,7002,3350,3652,634,113,221,238,62,6462,198,250,2020,1517,939,1095,443,6014,1538,1061,995,376,1106,1070,420,2405,2322,514,1890,1627,228,"45078","48201","48818","48827","56690","693817","732990","738328","687281","639223",6
63,"Trump",34429,"Rutherford County, North Carolina",66741,32341,34400,3399,3930,3672,4282,3304,7266,7379,9194,4887,5095,8507,4283,1543,45.2,13671,54601,53070,50624,17208,14333,53070,25193,27877,14333,6386,7947,66741,64862,1879,64862,57134,6138,251,3,0,0,40,345,80,12,6,15,34,103,95,19,16,0,0,3,975,1879,941,228,97,50,58953,7223,623,507,69,1396,3047,1621,181,177,1068,63694,55286,6138,240,345,19,207,1459,34,1425,34482,52209,24846,27363,4916,852,1974,1620,470,48154,2056,5218,15380,10725,5528,6250,2997,40880,9247,7266,6470,1113,7379,6508,1781,19176,15959,3643,14333,11943,2710,"31242","32194","33258","35607","38741","1703153","1784929","1826656","1974435","1920509",5
64,"Trump",87960,"Sussex County, New Jersey",140996,70278,70718,6329,7443,8241,9007,8267,15309,16050,22031,13095,10741,15286,6724,2473,44.9,27830,117011,113166,108387,30530,24483,113166,55985,57181,24483,11355,13128,140996,136512,4484,136512,128826,3148,44,0,0,0,0,2853,844,488,731,45,265,72,408,18,0,0,18,0,1623,4484,1110,499,754,5,133128,4437,706,3822,96,3510,12163,362,4024,1208,6569,128833,120289,2927,24,2815,0,285,2493,406,2087,62492,110292,54719,55573,11457,1271,4206,4181,1799,101709,1398,3292,30877,20493,8427,24641,12581,97019,37222,15309,14911,6459,16050,15602,7200,45867,43820,16022,24483,22686,7541,"56303","57960","60185","63283","66431","5141416","5230386","5305862","5413324","5213443",2
67,"Trump",5491,"Sabine County, Texas",10470,4999,5471,486,369,641,638,388,984,893,1113,882,873,1802,1089,312,53,1934,8911,8536,8270,3660,3203,8536,4097,4439,3203,1567,1636,10470,10182,288,10182,9214,574,61,3,0,0,0,24,0,0,5,0,0,19,0,28,0,0,28,0,281,288,84,114,13,0,9502,684,201,37,79,281,490,425,0,0,65,9980,8877,574,15,19,28,192,275,0,275,8372,8515,4076,4439,588,150,291,133,14,7948,217,920,2794,1992,646,817,562,6811,1379,984,845,89,893,782,122,2868,2421,446,3203,2763,722,"35280","35718","37258","38759","42290","231173","232711","252956","243483","262965",6
69,"Trump",16281,"Clare County, Michigan",30655,15295,15360,1663,1826,1532,1635,1473,3247,3050,3832,2657,2480,4370,2224,666,47.7,6081,25320,24574,23746,8906,7260,24574,12205,12369,7260,3496,3764,30655,29978,677,29978,29462,188,194,0,124,0,0,29,0,7,0,0,22,0,0,0,0,0,0,0,105,677,137,436,0,20,30102,345,650,36,17,182,643,511,49,6,77,30012,29039,188,163,29,0,0,593,4,589,23408,24473,12170,12303,2048,512,686,776,74,22526,1115,2149,8607,5920,2003,1669,1063,19262,2732,3247,2675,274,3050,2557,422,8969,7948,1108,7260,6082,928,"32291","33365","34528","34775","38991","896372","1016568","1189438","1123911","1110144",6
70,"Trump",15500,"Montezuma County, Colorado",26266,12957,13309,1429,1684,1599,1417,1430,2790,2697,3189,1747,2394,3651,1504,735,45.2,5690,21177,20576,19985,7125,5890,20576,9993,10583,5890,2820,3070,26266,25558,708,25558,21218,277,3134,4,18,1121,0,222,0,112,67,0,0,0,43,20,0,0,0,20,687,708,50,499,21,0,21858,395,3633,243,20,825,3359,1510,31,76,1742,22907,18917,268,2782,222,20,74,624,80,544,12220,20054,9725,10329,1869,328,787,648,106,18707,535,1234,5769,4224,1491,3507,1947,16938,5454,2790,2540,669,2697,2510,913,7330,6693,1889,5890,5195,1983,"40569","40925","42548","44060","46887","1431583","1726871","1650007","1562760","1156230",6
71,"Trump",1028,"Menard County, Texas",2108,1159,949,43,118,151,109,17,247,130,244,157,178,401,236,77,54.2,378,1768,1730,1686,803,714,1730,948,782,714,396,318,2108,1947,161,1947,1668,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,161,5,80,0,0,1829,17,93,0,0,345,725,693,31,0,1,1383,1282,1,3,0,0,0,97,7,90,1826,1624,868,756,60,6,38,5,11,1670,146,130,495,306,147,253,193,1394,446,247,243,68,130,130,33,579,438,151,714,583,194,"37367","35405","39921","41428","44122","47220","45296","51830","50611","51309",6
72,"Trump",7622,"Sanders County, Montana",11804,6098,5706,503,481,736,616,393,864,1124,1236,1076,1122,2277,1149,227,54.5,2074,9917,9730,9409,4432,3653,9730,4963,4767,3653,1918,1735,11804,11421,383,11421,10863,31,453,11,16,0,0,47,1,2,6,6,0,24,8,2,0,2,0,0,25,383,7,235,49,13,11221,51,701,108,26,80,372,202,37,18,115,11432,10623,31,434,47,2,6,289,6,283,6764,9650,4949,4701,655,200,295,148,12,9075,236,672,3533,2026,881,1387,340,8167,1727,864,729,178,1124,1070,259,3434,3141,570,3653,3227,720,"32890","34344","35068","37037","41201","339664","360655","353516","365893","390104",6
73,"Trump",42004,"Crawford County, Pennsylvania",85074,41443,43631,4686,4816,4893,5752,5280,9426,9090,10936,6534,6174,10411,5201,1875,43.3,17661,69520,67413,63487,21260,17487,67413,32477,34936,17487,8162,9325,85074,83161,1913,83161,80964,1275,34,5,0,1,1,441,29,140,122,32,57,35,26,25,2,2,14,7,422,1913,792,409,242,16,82714,2281,519,778,64,733,1156,358,504,44,250,83918,80351,1232,34,413,23,265,1600,112,1488,44968,67023,32285,34738,7766,1438,2932,2988,408,59647,2160,3892,28222,8442,4741,7577,4613,53595,12190,9426,8431,2126,9090,8294,2163,23644,21712,4712,17487,15158,3189,"37407","38269","40491","41976","45838","3030077","3091659","3226853","3250229","3033892",5
75,"Trump",2388,"Hanson County, South Dakota",3423,1716,1707,268,227,370,309,136,313,432,400,203,239,386,106,34,37.6,1049,2496,2374,2223,668,526,2374,1194,1180,526,269,257,3423,3330,93,3330,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,10,9,0,3423,3,13,9,0,71,1,0,0,1,0,3422,3329,0,0,0,0,0,93,71,22,1210,2373,1193,1180,261,36,92,117,16,2113,88,75,740,405,464,240,101,1950,341,313,309,36,432,357,73,842,810,170,526,474,62,"55814","57452","60742","65767","71333","103225","103044","125549","145848","143681",5
77,"Trump",9870,"Grand County, Colorado",15536,8386,7150,594,679,843,860,703,2289,1932,2028,1379,1518,1945,544,222,43.5,2687,13169,12849,12412,3420,2711,12849,6991,5858,2711,1507,1204,15536,14893,643,14893,14414,132,138,113,0,11,0,104,0,14,68,12,0,10,0,26,26,0,0,0,79,643,197,62,11,0,15040,346,200,122,33,445,1433,1196,32,0,205,14103,13342,113,124,104,26,31,363,172,191,16934,12499,6695,5804,992,155,454,212,171,11857,189,409,3190,2513,804,3050,1702,11259,4752,2289,2140,631,1932,1760,797,4925,4752,1818,2711,2607,1506,"46450","49631","52135","54819","58265","874493","970997","982328","1051403","1027047",6
79,"Trump",12545,"Peach County, Georgia",27502,13330,14172,1474,1395,1837,2669,2183,3352,3131,3252,2317,1551,2636,1168,537,38,5707,22327,21795,19469,5124,4341,21795,10357,11438,4341,1862,2479,27502,27057,445,27057,13469,12231,122,0,0,0,0,236,38,37,154,2,5,0,0,49,49,0,0,0,950,445,179,23,36,31,13863,12455,191,342,119,1050,2128,1780,14,0,334,25374,12519,12187,21,236,49,9,353,8,345,11843,20947,9879,11068,3851,351,933,2433,134,17944,1069,1731,5681,3561,1952,1890,2060,15144,3950,3352,3082,953,3131,2507,716,7120,6116,1388,4341,3439,893,"35625","37131","36816","38358","41231","875305","878229","888504","953482","966224",4
81,"Trump",28507,"Ravalli County, Montana",43424,21542,21882,2032,2044,2468,2569,1792,3870,4710,5342,3750,3626,6937,3211,1073,49.3,8282,36257,35142,34088,13376,11221,35142,17277,17865,11221,5404,5817,43424,41480,1944,41480,40774,114,298,0,32,0,10,256,0,11,75,7,56,0,107,0,0,0,0,0,38,1944,145,696,123,0,42661,314,1081,442,82,898,1528,985,82,45,416,41896,39806,72,290,252,0,0,1476,484,992,19835,34955,17205,17750,2623,537,1142,776,168,32519,606,2088,9542,7536,3514,5854,3379,29825,9233,3870,3494,874,4710,4430,1388,12718,11791,3820,11221,10110,3151,"41584","44437","45589","50072","53310","1023982","1117683","1139141","1223228","1277020",6
82,"Trump",19097,"Pettis County, Missouri",42421,21024,21397,2931,2810,3091,2884,2575,5396,5039,4989,2806,2776,4030,2068,1026,37.8,10518,33075,31903,30216,8885,7124,31903,15515,16388,7124,3140,3984,42421,41136,1285,41136,38331,1270,150,17,0,0,1,297,21,13,208,7,0,33,15,27,0,0,0,27,1061,1285,673,326,106,0,39478,1970,578,461,65,1176,3758,3284,60,0,414,38663,35800,1270,47,297,27,29,1193,17,1176,18245,30161,14517,15644,3773,519,1358,1793,103,28130,1307,2187,9919,6547,2974,3186,2010,24636,5196,5396,4828,970,5039,4188,1055,10571,9392,1894,7124,6228,1277,"35599","36267","36713","37712","40827","1753294","1704731","1674406","1780884","1790494",5
83,"Biden",91168,"Boone County, Missouri",179704,87232,92472,10390,10281,10038,14435,25654,27322,21297,18718,10237,9305,13284,6303,2440,31.6,36546,147343,143158,128205,27371,22027,143158,68288,74870,22027,9737,12290,179704,171003,8701,171003,144541,15924,662,117,74,48,9,7926,1497,3167,321,171,1005,271,1494,157,137,8,0,12,1793,8701,3577,869,2017,76,152699,20561,2243,10350,287,3022,6233,4152,417,75,1589,173471,140869,15910,578,7879,145,328,7762,456,7306,78373,136471,64918,71553,34252,1308,6018,22160,4766,108906,2386,3446,22402,20659,8049,29384,22580,103074,51964,27322,26665,14284,21297,20517,10637,38260,35383,17497,22027,20509,9546,"44389","45656","46287","49251","51723","8840026","9157251","9459940","10121907","10387164",4
84,"Trump",3390,"Putnam County, Illinois",5720,2916,2804,303,264,322,341,285,627,603,723,406,535,780,378,153,47.3,1129,4761,4591,4435,1629,1311,4591,2320,2271,1311,636,675,5720,5655,65,5655,5494,33,0,0,0,0,0,58,15,18,0,11,0,14,0,0,0,0,0,0,70,65,13,31,7,0,5553,49,32,70,0,81,333,316,9,0,8,5387,5246,27,0,58,0,0,56,2,54,3170,4568,2319,2249,386,106,130,121,29,4205,80,214,1549,1065,490,503,304,3911,807,627,537,144,603,581,150,1664,1581,258,1311,1212,255,"53981","55926","59149","64855","66005","333023","345102","410440","425780","343812",5
86,"Trump",3309,"Cumberland County, Kentucky",6660,3232,3428,421,499,309,262,290,802,661,875,481,606,838,455,161,46.1,1438,5391,5222,5092,1761,1454,5222,2531,2691,1454,671,783,6660,6533,127,6533,6159,159,0,0,0,0,0,46,18,0,28,0,0,0,0,0,0,0,0,0,169,127,13,13,81,4,6282,176,17,127,0,185,92,66,0,0,26,6568,6149,159,0,46,0,103,111,0,111,3673,5166,2504,2662,343,1,228,95,19,4879,356,516,2104,904,271,462,266,4007,728,802,691,84,661,620,163,1962,1604,326,1454,1092,155,"33904","35187","36969","39701","46156","137097","146076","155400","168062","174672",6
87,"Trump",2981,"Wahkiakum County, Washington",4318,2099,2219,170,277,219,176,120,283,420,454,236,555,859,424,125,55.7,754,3624,3564,3465,1657,1408,3564,1737,1827,1408,726,682,4318,4229,89,4229,3819,53,38,0,0,0,0,72,0,4,26,21,21,0,0,1,0,1,0,0,246,89,0,72,0,0,3908,53,110,81,10,254,326,94,1,72,159,3992,3696,53,38,72,1,58,74,8,66,2223,3461,1650,1811,208,30,102,76,0,3356,56,190,952,981,496,389,292,3110,681,283,275,13,420,391,75,1245,1122,211,1408,1322,382,"40235","41053","42807","45523","48982","82260","83855","88934","96033","103516",6
88,"Trump",9958,"Gem County, Idaho",17771,8767,9004,907,1044,1415,987,1010,1753,1781,2263,1085,1678,2248,1375,225,45,4080,14165,13691,13262,4921,3848,13691,6712,6979,3848,1921,1927,17771,16957,814,16957,15705,15,161,24,13,0,31,99,0,0,31,12,0,38,18,0,0,0,0,0,977,814,67,205,120,0,16494,82,544,260,85,1314,1526,1180,83,16,247,16245,15494,15,161,99,0,41,435,20,415,7438,13156,6489,6667,1283,126,662,392,103,12408,417,1151,4474,3146,881,1697,642,10840,2339,1753,1397,291,1781,1637,341,5026,4259,1065,3848,3547,642,"34185","35328","36874","39541","42252","353854","397797","401782","438193","463512",3
89,"Trump",31039,"Warren County, Iowa",50867,24982,25885,3056,3605,3662,3728,3205,5781,6746,6517,3349,3170,4724,2198,1126,38.5,12534,39863,38333,35758,9737,8048,38333,18522,19811,8048,3586,4462,50867,49773,1094,49773,48594,301,24,0,0,0,0,388,24,25,64,0,68,104,103,141,139,2,0,0,325,1094,330,247,150,0,49682,653,287,560,225,592,1503,1158,31,17,297,49364,47769,287,13,368,141,7,779,16,763,20340,38096,18441,19655,4722,399,983,2736,604,33611,320,1056,10603,7077,4032,7350,3173,32235,10523,5781,5628,2068,6746,6504,2732,13036,12526,3952,8048,7577,1771,"47875","49426","50008","52136","54617","1178081","1263459","1257051","1343248","1372630",3
90,"Trump",1931,"Sierra County, California",2898,1474,1424,122,102,140,169,63,232,283,382,360,228,456,311,50,54,444,2480,2454,2365,883,817,2454,1221,1233,817,383,434,2898,2882,16,2882,2722,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,16,0,16,0,0,2738,3,85,0,0,88,293,202,0,0,91,2605,2561,3,25,0,0,0,16,0,16,2337,2434,1201,1233,152,0,49,88,15,2302,50,122,617,847,220,202,244,2130,446,232,221,6,283,269,40,970,879,248,817,761,152,"37575","38822","39619","41365","44542","89209","91579","96454","103722","96335",6
91,"Trump",15611,"Jasper County, Texas",35562,17576,17986,2003,2223,2826,2253,1912,3918,3851,4443,2881,2131,4251,2051,819,41.9,8477,28242,27085,25848,8389,7121,27085,13238,13847,7121,3264,3857,35562,34690,872,34690,27118,5866,58,48,0,0,0,160,50,0,63,0,17,12,18,83,46,0,0,37,1405,872,65,277,75,24,27949,5994,381,291,128,1769,2438,2209,0,82,147,33124,26466,5849,11,148,46,53,551,43,508,17375,26412,12954,13458,2740,464,1501,706,69,24345,991,2661,10920,4730,1802,1916,1325,20693,3241,3918,3426,328,3851,3478,655,9455,7968,1284,7121,5821,974,"39671","41285","42486","44267","46809","954916","991924","1040964","1032071","1032727",6
92,"Trump",36501,"Twin Falls County, Idaho",86198,42423,43775,6209,6555,7141,5801,5528,11901,10821,9123,5044,4739,7635,4475,1226,35,23709,64991,62489,59639,16027,13336,62489,30445,32044,13336,6028,7308,86198,82262,3936,82262,76357,703,658,36,0,29,0,1586,30,82,167,59,47,0,1201,21,12,0,0,9,2937,3936,180,739,532,0,80041,960,1440,2201,214,5378,14344,13103,96,0,1145,71854,66949,703,408,1586,21,187,2000,607,1393,33785,58142,28213,29929,7525,1200,2997,3001,327,54964,3060,3778,14784,14088,6440,7901,4913,48126,12814,11901,10665,2655,10821,9474,3085,18906,16265,3802,13336,11722,3272,"36611","37787","38901","40339","43429","3299878","3519602","3713038","3864678","3991522",5
93,"Trump",2485,"Phillips County, Colorado",4343,2341,2002,332,340,386,237,244,476,617,412,210,391,335,261,102,37.5,1181,3232,3162,2936,908,698,3162,1792,1370,698,349,349,4343,4222,121,4222,4053,0,84,0,0,0,0,18,0,5,5,0,8,0,0,0,0,0,0,0,67,121,0,7,5,0,4174,0,91,23,0,176,1328,1218,0,0,110,3015,2992,0,0,18,0,0,5,0,5,2060,2698,1538,1160,358,65,158,117,18,2804,152,192,850,565,331,489,225,2460,714,476,443,149,617,484,151,1013,901,255,698,632,159,"41780","39291","40486","42230","44065","190793","170518","191462","194356","196958",6
